year,state,abbr,class,race_type,round,caption,results,total_votes,winner,runner_up,color,source_url
2020,New Jersey,NJ,II,regular,General,"United States Senate election in New Jersey, 2020","{""Cory Booker"": {""party"": ""Democratic"", ""votes"": 2541239, ""pct"": 57.23}, ""Rikin Mehta"": {""party"": ""Republican"", ""votes"": 1817091, ""pct"": 40.92}, ""Madelyn Hoffman"": {""party"": ""Green"", ""votes"": 38288, ""pct"": 0.86}, ""Veronica Fernandez"": {""party"": ""Independent"", ""votes"": 32290, ""pct"": 0.73}, ""Daniel Burke"": {""party"": ""Independent"", ""votes"": 11632, ""pct"": 0.26}}",4440540,Cory Booker,Rikin Mehta,deepskyblue,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_New_Jersey
2020,New Mexico,NM,II,regular,General,"United States Senate election in New Mexico, 2020","{""Ben Ray Luján"": {""party"": ""Democratic"", ""votes"": 474483, ""pct"": 51.73}, ""Mark Ronchetti"": {""party"": ""Republican"", ""votes"": 418483, ""pct"": 45.62}, ""Bob Walsh"": {""party"": ""Libertarian"", ""votes"": 24271, ""pct"": 2.65}}",917237,Ben Ray Luján,Mark Ronchetti,deepskyblue,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_New_Mexico
2020,North Carolina,NC,II,regular,General,2020 United States Senate election in North Carolina,"{""Thom Tillis"": {""party"": ""Republican"", ""votes"": 2665598, ""pct"": 48.69}, ""Cal Cunningham"": {""party"": ""Democratic"", ""votes"": 2569965, ""pct"": 46.94}, ""Shannon Bray"": {""party"": ""Libertarian"", ""votes"": 171571, ""pct"": 3.13}, ""Kevin E. Hayes"": {""party"": ""Constitution"", ""votes"": 67818, ""pct"": 1.24}}",5474952,Thom Tillis,Cal Cunningham,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_North_Carolina
2020,Oklahoma,OK,II,regular,General,"United States Senate election in Oklahoma, 2020","{""Jim Inhofe"": {""party"": ""Republican"", ""votes"": 979140, ""pct"": 62.91}, ""Abby Broyles"": {""party"": ""Democratic"", ""votes"": 509763, ""pct"": 32.75}, ""Robert Murphy"": {""party"": ""Libertarian"", ""votes"": 34435, ""pct"": 2.21}, ""Joan Farr"": {""party"": ""Independent"", ""votes"": 21652, ""pct"": 1.39}, ""A. D. Nesbit"": {""party"": ""Independent"", ""votes"": 11371, ""pct"": 0.73}}",1556361,Jim Inhofe,Abby Broyles,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Oklahoma
2020,Oregon,OR,II,regular,General,2020 United States Senate election in Oregon,"{""Jeff Merkley"": {""party"": ""Democratic"", ""votes"": 1321047, ""pct"": 56.91}, ""Jo Rae Perkins"": {""party"": ""Republican"", ""votes"": 912814, ""pct"": 39.32}, ""Gary Dye"": {""party"": ""Libertarian"", ""votes"": 42747, ""pct"": 1.84}, ""Ibrahim Taher"": {""party"": ""Pacific Green"", ""votes"": 42239, ""pct"": 1.82}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2402, ""pct"": 0.11}}",2321249,Jeff Merkley,Jo Rae Perkins,deepskyblue,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Oregon
2020,Rhode Island,RI,II,regular,General,"United States Senate election in Rhode Island, 2020","{""Jack Reed"": {""party"": ""Democratic"", ""votes"": 328574, ""pct"": 66.48}, ""Allen Waters"": {""party"": ""Republican"", ""votes"": 164855, ""pct"": 33.35}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 833, ""pct"": 0.17}}",494262,Jack Reed,Allen Waters,deepskyblue,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Rhode_Island
2020,South Carolina,SC,II,regular,General,"United States Senate election in South Carolina, 2020","{""Lindsey Graham"": {""party"": ""Republican"", ""votes"": 1369137, ""pct"": 54.44}, ""Jaime Harrison"": {""party"": ""Democratic"", ""votes"": 1110828, ""pct"": 44.17}, ""Bill Bledsoe"": {""party"": ""Constitution"", ""votes"": 32845, ""pct"": 1.3}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2294, ""pct"": 0.09}}",2515104,Lindsey Graham,Jaime Harrison,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_South_Carolina
2020,South Dakota,SD,II,regular,General,"United States Senate election in South Dakota, 2020","{""Mike Rounds"": {""party"": ""Republican"", ""votes"": 276232, ""pct"": 65.74}, ""Daniel Ahlers"": {""party"": ""Democratic"", ""votes"": 143987, ""pct"": 34.26}}",420219,Mike Rounds,Daniel Ahlers,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_South_Dakota
2020,Tennessee,TN,II,regular,General,2020 United States Senate election in Tennessee,"{""Bill Hagerty"": {""party"": ""Republican"", ""votes"": 1840926, ""pct"": 62.2}, ""Marquita Bradshaw"": {""party"": ""Democratic"", ""votes"": 1040691, ""pct"": 35.16}, ""Elizabeth McLeod"": {""party"": ""Independent"", ""votes"": 16652, ""pct"": 0.56}, ""Yomi Faparusi"": {""party"": ""Independent"", ""votes"": 10727, ""pct"": 0.36}, ""Stephen Hooper"": {""party"": ""Independent"", ""votes"": 9609, ""pct"": 0.32}, ""Kacey Morgan"": {""party"": ""Independent"", ""votes"": 9598, ""pct"": 0.32}, ""Ronnie Henley"": {""party"": ""Independent"", ""votes"": 8478, ""pct"": 0.3}, ""Aaron James"": {""party"": ""Independent"", ""votes"": 7203, ""pct"": 0.29}, ""Eric William Stansberry"": {""party"": ""Independent"", ""votes"": 6781, ""pct"": 0.23}, ""Dean Hill"": {""party"": ""Independent"", ""votes"": 4872, ""pct"": 0.16}, ""Jeffrey Grunau"": {""party"": ""Independent"", ""votes"": 4160, ""pct"": 0.14}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 64, ""pct"": 0.0}}",2959761,Bill Hagerty,Marquita Bradshaw,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Tennessee
2020,Texas,TX,II,regular,General,2020 United States Senate election in Texas,"{""John Cornyn"": {""party"": ""Republican"", ""votes"": 5962983, ""pct"": 53.51}, ""MJ Hegar"": {""party"": ""Democratic"", ""votes"": 4888764, ""pct"": 43.87}, ""Kerry McKennon"": {""party"": ""Libertarian"", ""votes"": 209722, ""pct"": 1.88}, ""David Collins"": {""party"": ""Green"", ""votes"": 81893, ""pct"": 0.73}, ""Ricardo Turullols-Bonilla"": {""party"": ""Independent"", ""votes"": 678, ""pct"": 0.01}}",11144040,John Cornyn,MJ Hegar,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Texas
2020,Virginia,VA,II,regular,General,"United States Senate election in Virginia, 2020","{""Mark Warner"": {""party"": ""Democratic"", ""votes"": 2466500, ""pct"": 55.99}, ""Daniel Gade"": {""party"": ""Republican"", ""votes"": 1934199, ""pct"": 43.91}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 4388, ""pct"": 0.1}}",4405087,Mark Warner,Daniel Gade,deepskyblue,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Virginia
2020,West Virginia,WV,II,regular,General,"United States Senate election in West Virginia, 2020","{""Shelley Moore Capito"": {""party"": ""Republican"", ""votes"": 547454, ""pct"": 70.28}, ""Paula Jean Swearengin"": {""party"": ""Democratic"", ""votes"": 210309, ""pct"": 27.0}, ""David Moran"": {""party"": ""Libertarian"", ""votes"": 21155, ""pct"": 2.72}}",778918,Shelley Moore Capito,Paula Jean Swearengin,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_West_Virginia
2020,Wyoming,WY,II,regular,General,"United States Senate election in Wyoming, 2020","{""Cynthia Lummis"": {""party"": ""Republican"", ""votes"": 198100, ""pct"": 72.85}, ""Merav Ben-David"": {""party"": ""Democratic"", ""votes"": 72766, ""pct"": 26.76}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1071, ""pct"": 0.39}}",271937,Cynthia Lummis,Merav Ben-David,red,https://en.wikipedia.org/wiki/2020_United_States_Senate_election_in_Wyoming
